SUBJECT_RACE,REASON_FOR_FORCE,OFFICER_RACE
Asian,Resisting Arrest,UNDEFINED
Asian,Resisting Arrest,UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Other / Non-Compliant,UNDEFINED
Asian,Other / Non-Compliant,UNDEFINED
Asian,Resisting Arrest,UNDEFINED
Asian,Resisting Arrest,UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Asian,Assaulting Officer(s),UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Maintaining Control,UNDEFINED
Black,Maintaining Control,UNDEFINED
Black,Maintaining Control,UNDEFINED
Black,Maintaining Control,UNDEFINED
Black,Maintaining Control,UNDEFINED
Black,Maintaining Control,UNDEFINED
Black,Maintaining Control,UNDEFINED
Black,Maintaining Control,UNDEFINED
Black,Maintaining Control,UNDEFINED
Black,Maintaining Control,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Assaulting Officer(s),UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
Black,Resisting Arrest,UNDEFINED
